what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook",1474208815264
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.4.v201212120623,"org.eclipse.datatools.sqltools.sqleditor",1474208815277
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1474208815288
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.2.v201212120623,"org.eclipse.datatools.sqltools.tabledataeditor",1474208815293
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.3.v201212070447,"org.eclipse.datatools.connectivity.sqm.core.ui",1474208815312
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004261420,"org.eclipse.jst.j2ee.ejb.annotations.ui",1474208815320
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.ui.dse",1474208815321
stopped,bundle,org.eclipse.egit.doc,4.1.1.201511131810-r,"org.eclipse.egit.doc",1474208815333
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280609,"org.eclipse.jst.j2ee.xdoclet.runtime",1474208815343
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302126,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1474208815352
stopped,bundle,org.jboss.ide.eclipse.as.ui.mbeans,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.ui.mbeans",1474208815352
stopped,bundle,org.jboss.ide.eclipse.as.jmx.integration,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.jmx.integration",1474208815352
stopped,bundle,org.jboss.ide.eclipse.as.rse.ui,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.rse.ui",1474208815352
stopped,bundle,org.jboss.ide.eclipse.as.classpath.ui,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.classpath.ui",1474208815368
stopped,bundle,org.jboss.ide.eclipse.as.classpath.core,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.classpath.core",1474208815390
stopped,bundle,org.jboss.ide.eclipse.as.rse.core,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.rse.core",1474208815408
stopped,bundle,org.jboss.ide.eclipse.archives.webtools,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.archives.webtools",1474208815408
stopped,bundle,org.jboss.ide.eclipse.as.ui,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.ui",1474208815408
stopped,bundle,org.jboss.tools.as.runtimes.integration,3.1.1.Final-v20160409-0826-B118,"org.jboss.tools.as.runtimes.integration",1474208815409
stopped,bundle,org.jboss.ide.eclipse.as.wtp.ui,3.1.1.Final-v20160409-0826-B118,"org.jboss.ide.eclipse.as.wtp.ui",1474208815425
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.4.0.v201309172102,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1474208815447
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.5.0.v201309172102,"org.eclipse.jst.jsf.facesconfig.ui",1474208815463
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.3.100.v201505112336,"org.eclipse.jst.jsf.facelet.ui",1474208815482
stopped,bundle,org.eclipse.jst.jsf.ui,1.6.0.v201309172102,"org.eclipse.jst.jsf.ui",1474208815490
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.5.0.v201309172102,"org.eclipse.jst.pagedesigner.jsf.ui",1474208815512
stopped,bundle,org.eclipse.jst.pagedesigner,1.7.100.v201507242118,"org.eclipse.jst.pagedesigner",1474208815538
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.5.0.v201309172102,"org.eclipse.jst.jsf.common.ui",1474208815558
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1474281775652
started,bundle,org.eclipse.osgi,3.11.0.v20160603-1336,"org.eclipse.osgi",1474281775655
started,bundle,org.eclipse.equinox.simpleconfigurator,1.1.200.v20160504-1450,"org.eclipse.equinox.simpleconfigurator",1474281775656
started,bundle,com.ibm.icu,56.1.0.v201601250100,"com.ibm.icu",1474281775658
started,bundle,org.apache.felix.gogo.command,0.10.0.v201209301215,"org.apache.felix.gogo.command",1474281775659
started,bundle,org.apache.felix.gogo.runtime,0.10.0.v201209301036,"org.apache.felix.gogo.runtime",1474281775659
started,bundle,org.apache.felix.gogo.shell,0.10.0.v201212101605,"org.apache.felix.gogo.shell",1474281775660
started,bundle,org.eclipse.cft.server.standalone.ui,1.0.2.v201606021906,"org.eclipse.cft.server.standalone.ui",1474281775660
started,bundle,org.eclipse.cft.server.ui,1.0.103.v201606021906,"org.eclipse.cft.server.ui",1474281775660
started,bundle,org.eclipse.cft.server.verify.ui,1.0.1.v201606021906,"org.eclipse.cft.server.verify.ui",1474281775660
started,bundle,org.eclipse.core.contenttype,3.5.100.v20160418-1621,"org.eclipse.core.contenttype",1474281775660
started,bundle,org.eclipse.core.expressions,3.5.100.v20160418-1621,"org.eclipse.core.expressions",1474281775660
started,bundle,org.eclipse.core.filebuffers,3.6.0.v20160503-1849,"org.eclipse.core.filebuffers",1474281775660
started,bundle,org.eclipse.core.filesystem,1.6.0.v20160503-1608,"org.eclipse.core.filesystem",1474281775660
started,bundle,org.eclipse.core.jobs,3.8.0.v20160509-0411,"org.eclipse.core.jobs",1474281775660
started,bundle,org.eclipse.core.net,1.3.0.v20160418-1534,"org.eclipse.core.net",1474281775660
started,bundle,org.eclipse.core.resources,3.11.0.v20160503-1608,"org.eclipse.core.resources",1474281775660
started,bundle,org.eclipse.core.runtime,3.12.0.v20160606-1342,"org.eclipse.core.runtime",1474281775660
started,bundle,org.eclipse.core.variables,3.3.0.v20160419-1720,"org.eclipse.core.variables",1474281775660
started,bundle,org.eclipse.debug.core,3.10.100.v20160419-1720,"org.eclipse.debug.core",1474281775660
started,bundle,org.eclipse.e4.core.contexts,1.5.0.v20160504-0909,"org.eclipse.e4.core.contexts",1474281775661
started,bundle,org.eclipse.e4.core.di,1.6.0.v20160319-0612,"org.eclipse.e4.core.di",1474281775661
started,bundle,org.eclipse.e4.core.di.extensions,0.14.0.v20160211-1614,"org.eclipse.e4.core.di.extensions",1474281775690
started,bundle,org.eclipse.e4.core.services,2.0.100.v20160509-1032,"org.eclipse.e4.core.services",1474281775690
started,bundle,org.eclipse.e4.ui.bindings,0.11.100.v20160509-1025,"org.eclipse.e4.ui.bindings",1474281775691
started,bundle,org.eclipse.e4.ui.css.swt,0.12.100.v20160517-1505,"org.eclipse.e4.ui.css.swt",1474281775691
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.10.100.v20160523-0836,"org.eclipse.e4.ui.css.swt.theme",1474281775691
started,bundle,org.eclipse.e4.ui.di,1.1.100.v20160506-0759,"org.eclipse.e4.ui.di",1474281775695
started,bundle,org.eclipse.e4.ui.model.workbench,1.2.0.v20160229-1459,"org.eclipse.e4.ui.model.workbench",1474281775696
started,bundle,org.eclipse.e4.ui.services,1.2.100.v20160506-0759,"org.eclipse.e4.ui.services",1474281775697
started,bundle,org.eclipse.e4.ui.workbench,1.4.0.v20160517-1624,"org.eclipse.e4.ui.workbench",1474281775697
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.2.100.v20160506-0759,"org.eclipse.e4.ui.workbench.addons.swt",1474281775697
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.14.0.v20160525-0940,"org.eclipse.e4.ui.workbench.renderers.swt",1474281775698
started,bundle,org.eclipse.e4.ui.workbench.swt,0.14.0.v20160523-1900,"org.eclipse.e4.ui.workbench.swt",1474281775698
started,bundle,org.eclipse.ecf,3.8.0.v20160405-1820,"org.eclipse.ecf",1474281775698
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20160405-1820,"org.eclipse.ecf.filetransfer",1474281775698
started,bundle,org.eclipse.ecf.identity,3.7.0.v20160405-1820,"org.eclipse.ecf.identity",1474281775698
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.200.v20160405-1820,"org.eclipse.ecf.provider.filetransfer",1474281775698
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient4,1.1.100.v20160405-1820,"org.eclipse.ecf.provider.filetransfer.httpclient4",1474281775698
started,bundle,org.eclipse.egit.core,4.4.0.201606070830-r,"org.eclipse.egit.core",1474281775698
started,bundle,org.eclipse.egit.ui,4.4.0.201606070830-r,"org.eclipse.egit.ui",1474281775698
started,bundle,org.eclipse.emf.common,2.12.0.v20160420-0247,"org.eclipse.emf.common",1474281775698
started,bundle,org.eclipse.emf.common.ui,2.11.0.v20160526-0356,"org.eclipse.emf.common.ui",1474281775698
started,bundle,org.eclipse.emf.ecore,2.12.0.v20160420-0247,"org.eclipse.emf.ecore",1474281775698
started,bundle,org.eclipse.emf.ecore.xmi,2.12.0.v20160420-0247,"org.eclipse.emf.ecore.xmi",1474281775698
started,bundle,org.eclipse.emf.edit,2.12.0.v20160526-0356,"org.eclipse.emf.edit",1474281775698
started,bundle,org.eclipse.emf.edit.ui,2.12.0.v20160526-0356,"org.eclipse.emf.edit.ui",1474281775698
started,bundle,org.eclipse.epp.logging.aeri.core,2.0.1.v20160602-0457,"org.eclipse.epp.logging.aeri.core",1474281775698
started,bundle,org.eclipse.equinox.app,1.3.400.v20150715-1528,"org.eclipse.equinox.app",1474281775698
started,bundle,org.eclipse.equinox.common,3.8.0.v20160509-1230,"org.eclipse.equinox.common",1474281775698
started,bundle,org.eclipse.equinox.console,1.1.200.v20150929-1405,"org.eclipse.equinox.console",1474281775699
started,bundle,org.eclipse.equinox.ds,1.4.400.v20160226-2036,"org.eclipse.equinox.ds",1474281775700
started,bundle,org.eclipse.equinox.event,1.3.200.v20160324-1850,"org.eclipse.equinox.event",1474281775701
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.500.v20160419-0834,"org.eclipse.equinox.p2.artifact.repository",1474281775701
started,bundle,org.eclipse.equinox.p2.core,2.4.100.v20160419-0834,"org.eclipse.equinox.p2.core",1474281775701
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.1.100.v20150423-1455,"org.eclipse.equinox.p2.directorywatcher",1474281775702
started,bundle,org.eclipse.equinox.p2.engine,2.4.100.v20160419-0834,"org.eclipse.equinox.p2.engine",1474281775702
started,bundle,org.eclipse.equinox.p2.metadata,2.3.100.v20160427-2220,"org.eclipse.equinox.p2.metadata",1474281775704
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.300.v20160419-0834,"org.eclipse.equinox.p2.metadata.repository",1474281775704
started,bundle,org.eclipse.equinox.p2.operations,2.4.200.v20160504-1450,"org.eclipse.equinox.p2.operations",1474281775705
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.400.v20160504-1450,"org.eclipse.equinox.p2.reconciler.dropins",1474281775706
started,bundle,org.eclipse.equinox.p2.repository,2.3.200.v20160421-0324,"org.eclipse.equinox.p2.repository",1474281775706
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.1.200.v20160606-1311,"org.eclipse.equinox.p2.transport.ecf",1474281775707
started,bundle,org.eclipse.equinox.p2.ui,2.4.100.v20160419-0834,"org.eclipse.equinox.p2.ui",1474281775707
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.2.200.v20160504-1450,"org.eclipse.equinox.p2.ui.sdk.scheduler",1474281775707
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.updatechecker",1474281775708
started,bundle,org.eclipse.equinox.preferences,3.6.0.v20160120-1756,"org.eclipse.equinox.preferences",1474281775708
started,bundle,org.eclipse.equinox.registry,3.6.100.v20160223-2218,"org.eclipse.equinox.registry",1474281775708
started,bundle,org.eclipse.equinox.security,1.2.200.v20150715-1528,"org.eclipse.equinox.security",1474281775708
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1474281775708
started,bundle,org.eclipse.jdt.core,3.12.0.v20160516-2131,"org.eclipse.jdt.core",1474281775708
started,bundle,org.eclipse.jdt.core.manipulation,1.7.0.v20160419-0705,"org.eclipse.jdt.core.manipulation",1474281775708
started,bundle,org.eclipse.jdt.debug,3.10.0.v20160418-1524,"org.eclipse.jdt.debug",1474281775708
started,bundle,org.eclipse.jdt.launching,3.8.100.v20160505-0636,"org.eclipse.jdt.launching",1474281775708
started,bundle,org.eclipse.jdt.ui,3.12.0.v20160525-1829,"org.eclipse.jdt.ui",1474281775708
started,bundle,org.eclipse.jem.util,2.1.200.v201404021757,"org.eclipse.jem.util",1474281775708
started,bundle,org.eclipse.jgit,4.4.0.201606070830-r,"org.eclipse.jgit",1474281775708
started,bundle,org.eclipse.jsch.core,1.3.0.v20160422-1917,"org.eclipse.jsch.core",1474281775708
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.500.v201508121553,"org.eclipse.jst.common.project.facet.core",1474281775708
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201302011850,"org.eclipse.jst.j2ee.webservice",1474281775708
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201302011850,"org.eclipse.jst.j2ee.webservice.ui",1474281775709
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.600.v201505131719,"org.eclipse.jst.ws.jaxrs.core",1474281775709
started,bundle,org.eclipse.m2e.logback.configuration,1.7.0.20160603-1933,"org.eclipse.m2e.logback.configuration",1474281775709
started,bundle,org.eclipse.mylyn.bugzilla.core,3.20.0.v20160425-1835,"org.eclipse.mylyn.bugzilla.core",1474281775709
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.20.0.v20160425-1835,"org.eclipse.mylyn.bugzilla.ui",1474281775709
started,bundle,org.eclipse.mylyn.commons.net,3.20.0.v20160421-1819,"org.eclipse.mylyn.commons.net",1474281775709
started,bundle,org.eclipse.mylyn.commons.repositories.ui,1.12.0.v20160421-1819,"org.eclipse.mylyn.commons.repositories.ui",1474281775709
started,bundle,org.eclipse.mylyn.context.core,3.20.0.v20160421-1902,"org.eclipse.mylyn.context.core",1474281775709
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.20.0.v20160608-1905,"org.eclipse.mylyn.context.tasks.ui",1474281775709
started,bundle,org.eclipse.mylyn.monitor.ui,3.20.0.v20160421-1819,"org.eclipse.mylyn.monitor.ui",1474281775709
started,bundle,org.eclipse.mylyn.tasks.ui,3.20.0.v20160608-1838,"org.eclipse.mylyn.tasks.ui",1474281775709
started,bundle,org.eclipse.mylyn.team.ui,3.20.0.v20160421-1902,"org.eclipse.mylyn.team.ui",1474281775709
started,bundle,org.eclipse.oomph.base,1.4.0.v20160426-0423,"org.eclipse.oomph.base",1474281775709
started,bundle,org.eclipse.oomph.base.edit,1.4.0.v20160520-0644,"org.eclipse.oomph.base.edit",1474281775709
started,bundle,org.eclipse.oomph.jreinfo.ui,1.4.0.v20160426-0423,"org.eclipse.oomph.jreinfo.ui",1474281775709
started,bundle,org.eclipse.oomph.p2,1.4.0.v20160426-0423,"org.eclipse.oomph.p2",1474281775709
started,bundle,org.eclipse.oomph.p2.core,1.4.0.v20160606-0856,"org.eclipse.oomph.p2.core",1474281775709
started,bundle,org.eclipse.oomph.p2.edit,1.4.0.v20160426-0423,"org.eclipse.oomph.p2.edit",1474281775709
started,bundle,org.eclipse.oomph.p2.ui,1.4.0.v20160426-0423,"org.eclipse.oomph.p2.ui",1474281775709
started,bundle,org.eclipse.oomph.predicates,1.4.0.v20160426-0423,"org.eclipse.oomph.predicates",1474281775709
started,bundle,org.eclipse.oomph.predicates.edit,1.4.0.v20160426-0423,"org.eclipse.oomph.predicates.edit",1474281775709
started,bundle,org.eclipse.oomph.preferences,1.4.0.v20160426-0423,"org.eclipse.oomph.preferences",1474281775709
started,bundle,org.eclipse.oomph.resources,1.4.0.v20160428-1144,"org.eclipse.oomph.resources",1474281775709
started,bundle,org.eclipse.oomph.setup,1.4.0.v20160530-1355,"org.eclipse.oomph.setup",1474281775709
started,bundle,org.eclipse.oomph.setup.core,1.4.0.v20160530-1200,"org.eclipse.oomph.setup.core",1474281775709
started,bundle,org.eclipse.oomph.setup.edit,1.4.0.v20160426-0423,"org.eclipse.oomph.setup.edit",1474281775709
started,bundle,org.eclipse.oomph.setup.editor,1.4.0.v20160505-0456,"org.eclipse.oomph.setup.editor",1474281775709
started,bundle,org.eclipse.oomph.setup.p2,1.4.0.v20160530-1200,"org.eclipse.oomph.setup.p2",1474281775709
started,bundle,org.eclipse.oomph.setup.p2.edit,1.4.0.v20160426-0423,"org.eclipse.oomph.setup.p2.edit",1474281775709
started,bundle,org.eclipse.oomph.setup.sync,1.4.0.v20160426-0423,"org.eclipse.oomph.setup.sync",1474281775709
started,bundle,org.eclipse.oomph.setup.ui,1.4.0.v20160530-1200,"org.eclipse.oomph.setup.ui",1474281775709
started,bundle,org.eclipse.oomph.ui,1.4.0.v20160428-1352,"org.eclipse.oomph.ui",1474281775709
started,bundle,org.eclipse.oomph.util,1.4.0.v20160426-0423,"org.eclipse.oomph.util",1474281775710
started,bundle,org.eclipse.oomph.workingsets,1.4.0.v20160426-0423,"org.eclipse.oomph.workingsets",1474281775710
started,bundle,org.eclipse.oomph.workingsets.editor,1.4.0.v20160426-0423,"org.eclipse.oomph.workingsets.editor",1474281775710
started,bundle,org.eclipse.pde.core,3.11.0.v20160510-1223,"org.eclipse.pde.core",1474281775710
started,bundle,org.eclipse.pde.launching,3.6.400.v20160121-1248,"org.eclipse.pde.launching",1474281775710
started,bundle,org.eclipse.pde.ui,3.9.0.v20160525-1830,"org.eclipse.pde.ui",1474281775710
started,bundle,org.eclipse.rse.connectorservice.local,2.1.400.201403100950,"org.eclipse.rse.connectorservice.local",1474281775711
started,bundle,org.eclipse.rse.core,3.3.100.201603151753,"org.eclipse.rse.core",1474281775711
started,bundle,org.eclipse.rse.files.ui,3.2.200.201507172213,"org.eclipse.rse.files.ui",1474281775711
started,bundle,org.eclipse.rse.services,3.3.0.201506120731,"org.eclipse.rse.services",1474281775711
started,bundle,org.eclipse.rse.services.local,2.2.1.201507180454,"org.eclipse.rse.services.local",1474281775711
started,bundle,org.eclipse.rse.subsystems.files.core,3.3.1.201403100950,"org.eclipse.rse.subsystems.files.core",1474281775711
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.300.201403251512,"org.eclipse.rse.subsystems.files.local",1474281775711
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.300.201403271554,"org.eclipse.rse.subsystems.shells.core",1474281775711
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.400.201403100950,"org.eclipse.rse.subsystems.shells.local",1474281775711
started,bundle,org.eclipse.rse.ui,3.3.200.201601281257,"org.eclipse.rse.ui",1474281775711
started,bundle,org.eclipse.team.core,3.8.0.v20160418-1534,"org.eclipse.team.core",1474281775711
started,bundle,org.eclipse.team.ui,3.8.0.v20160518-1906,"org.eclipse.team.ui",1474281775711
started,bundle,org.eclipse.tm.terminal.connector.local,4.1.0.201606052343,"org.eclipse.tm.terminal.connector.local",1474281775712
started,bundle,org.eclipse.tm.terminal.view.ui,4.1.0.201606052343,"org.eclipse.tm.terminal.view.ui",1474281775712
started,bundle,org.eclipse.ui,3.108.0.v20160518-1929,"org.eclipse.ui",1474281775712
started,bundle,org.eclipse.ui.console,3.6.200.v20160518-1858,"org.eclipse.ui.console",1474281775712
started,bundle,org.eclipse.ui.editors,3.10.0.v20160505-0931,"org.eclipse.ui.editors",1474281775712
started,bundle,org.eclipse.ui.ide,3.12.0.v20160601-1609,"org.eclipse.ui.ide",1474281775712
started,bundle,org.eclipse.ui.ide.application,1.1.100.v20160518-1929,"org.eclipse.ui.ide.application",1474281775712
started,bundle,org.eclipse.ui.monitoring,1.1.0.v20160131-1628,"org.eclipse.ui.monitoring",1474281775712
started,bundle,org.eclipse.ui.navigator,3.6.100.v20160518-1929,"org.eclipse.ui.navigator",1474281775712
started,bundle,org.eclipse.ui.navigator.resources,3.5.100.v20160518-1929,"org.eclipse.ui.navigator.resources",1474281775712
started,bundle,org.eclipse.ui.net,1.3.0.v20160426-1633,"org.eclipse.ui.net",1474281775712
started,bundle,org.eclipse.ui.themes,1.1.100.v20160411-1921,"org.eclipse.ui.themes",1474281775712
started,bundle,org.eclipse.ui.trace,1.0.400.v20160509-1055,"org.eclipse.ui.trace",1474281775712
started,bundle,org.eclipse.ui.views.log,1.2.0.v20160418-1724,"org.eclipse.ui.views.log",1474281775712
started,bundle,org.eclipse.ui.workbench,3.108.0.v20160602-1232,"org.eclipse.ui.workbench",1474281775712
started,bundle,org.eclipse.ui.workbench.texteditor,3.10.0.v20160530-2011,"org.eclipse.ui.workbench.texteditor",1474281775712
started,bundle,org.eclipse.update.configurator,3.3.400.v20160506-0750,"org.eclipse.update.configurator",1474281775713
started,bundle,org.eclipse.userstorage,1.0.0.v20160524-0709,"org.eclipse.userstorage",1474281775713
started,bundle,org.eclipse.userstorage.ui,1.0.0.v20151216-0912,"org.eclipse.userstorage.ui",1474281775713
started,bundle,org.eclipse.wst.common.emf,1.2.400.v201505132009,"org.eclipse.wst.common.emf",1474281775713
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107081800,"org.eclipse.wst.common.emfworkbench.integration",1474281775713
started,bundle,org.eclipse.wst.common.frameworks,1.2.200.v201304241450,"org.eclipse.wst.common.frameworks",1474281775713
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030423,"org.eclipse.wst.common.project.facet.core",1474281775713
started,bundle,org.eclipse.wst.server.core,1.8.100.v201605201456,"org.eclipse.wst.server.core",1474281775713
started,bundle,org.eclipse.wst.server.ui,1.5.304.v201605121430,"org.eclipse.wst.server.ui",1474281775713
started,bundle,org.eclipse.wst.web,1.1.800.v201312041437,"org.eclipse.wst.web",1474281775713
started,bundle,org.zeroturnaround.eclipse,6.5.0.RELEASE,"org.zeroturnaround.eclipse",1474281775713
started,bundle,org.zeroturnaround.eclipse.embedder,6.5.0.RELEASE,"org.zeroturnaround.eclipse.embedder",1474281775713
started,bundle,org.zeroturnaround.eclipse.wtp,6.5.0.RELEASE,"org.zeroturnaround.eclipse.wtp",1474281775713
